,Name,Team,Sample 0,Mean,Std,Median,5th,16th,84th,95th
127,Xavier O'Halloran,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
133,Josaia Delana,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
114,Jack Buckley,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
120,Max Gruzewski,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
458,James Leake,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
592,Conor Stone,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
600,Sam Taylor,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
459,Oliver Hannaford,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
586,Harrison Oliver,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
526,Toby Bedford,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
525,Brent Daniels,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
524,Aaron Cadman,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
523,Nicholas Madden,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
529,Leek Aleer,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
117,Ryan Angwin,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
636,Riley Hamilton,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
635,Jack Ough,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
664,Cody Angove,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
530,Toby McMullin,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
106,Jai Newcombe,Hawthorn,21.0,21.0,,21.0,21.0,21.0,21.0,21.0
124,Jarman Impey,Hawthorn,10.0,10.0,,10.0,10.0,10.0,10.0,10.0
107,Connor Macdonald,Hawthorn,9.0,9.0,,9.0,9.0,9.0,9.0,9.0
112,Nick Watson,Hawthorn,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
121,Jack Gunston,Hawthorn,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
118,Josh Ward,Hawthorn,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
108,Jack Ginnivan,Hawthorn,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
595,Will Day,Hawthorn,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
257,Cam Mackenzie,Hawthorn,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
102,James Sicily,Hawthorn,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
134,Blake Hardwick,Hawthorn,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
125,Mitch Lewis,Hawthorn,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
128,Lloyd Meek,Hawthorn,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
135,Dylan Moore,Hawthorn,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
119,Conor Nash,Hawthorn,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
113,Josh Battle,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
123,Mabior Chol,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
126,Sam Butler,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
129,Massimo DAmbrosio,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
130,Harry Morrison,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
131,Josh Weddle,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
132,Karl Amon,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
136,Tom Barrass,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
137,Finn Maginness,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
115,Jack Scrimshaw,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
258,Ned Reeves,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
508,Flynn Perez,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
509,Jack Dalton,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
653,Aidan Schubert,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
588,Cameron Nairn,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
587,Bailey Macdonald,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
580,Henry Hustwaite,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
563,Bodie Ryan,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
562,Max Ramsden,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
641,Oliver Greeves,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
634,Matt Hill,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
633,Noah Mraz,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
665,Max Beattie,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
531,Calsher Dear,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
533,William McCabe,Hawthorn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
384,Max Gawn,Melbourne,22.0,22.0,,22.0,22.0,22.0,22.0,22.0
386,Kysaiah Pickett,Melbourne,18.0,18.0,,18.0,18.0,18.0,18.0,18.0
406,Tom Sparrow,Melbourne,12.0,12.0,,12.0,12.0,12.0,12.0,12.0
383,Jacob van Rooyen,Melbourne,12.0,12.0,,12.0,12.0,12.0,12.0,12.0
392,Kade Chandler,Melbourne,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
385,Jack Steele,Melbourne,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
404,Harvey Langford,Melbourne,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
615,Joel Fitzgerald,Melbourne,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
393,Bayley Fritsch,Melbourne,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
405,Harry Petty,Melbourne,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
402,Ed Langdon,Melbourne,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
387,Caleb Windsor,Melbourne,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
571,Jake Bowey,Melbourne,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
397,Daniel Turner,Melbourne,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
388,Brody Mihocek,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
389,Changkuoth Jiath,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
390,Christian Salem,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
391,Harry Sharp,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
394,Xavier Lindsay,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
395,Koltyn Tholstrup,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
396,Trent Rivers,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
398,Jai Culley,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
399,Blake Howes,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
400,Jake Lever,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
401,Latrelle Pickett,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
616,Lukas Cooke,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
612,Luker Kentfield,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
499,Jake Melksham,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
502,Bailey Laurie,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
478,Paddy Cross,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
477,Tom McDonald,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
572,Andy Moniz-Wakefield,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
643,Aidan Johnson,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
540,Max Heath,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
539,Xavier Taylor,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
538,Matthew Jefferson,Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
338,Harry Sheezel,North Melbourne,20.0,20.0,,20.0,20.0,20.0,20.0,20.0
342,Luke Davies-Uniacke,North Melbourne,16.0,16.0,,16.0,16.0,16.0,16.0,16.0
343,Caleb Daniel,North Melbourne,8.0,8.0,,8.0,8.0,8.0,8.0,8.0
341,Tristan Xerri,North Melbourne,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
358,Paul Curtis,North Melbourne,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
337,Charlie Comben,North Melbourne,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
351,Cooper Trembath,North Melbourne,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
347,Finn O'Sullivan,North Melbourne,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
346,Jack Darling,North Melbourne,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
345,Jy Simpkin,North Melbourne,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
339,Dylan Stephens,North Melbourne,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
340,Luke Parker,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
344,Tom Powell,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
348,Tom Blamires,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
349,Nick Larkey,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
350,Luke McDonald,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
353,Cameron Zurhaar,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
354,Toby Pink,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
356,Griffin Logue,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
359,Lachy Dovaston,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
360,Colby McKercher,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
361,Zane Duursma,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
362,Jacob Konstanty,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
618,Cooper Harvey,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
487,Zac Banch,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
620,Taylor Goad,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
630,Josh Goater,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
603,Zac Fisher,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
466,George Wardlaw,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
471,Callum Coleman-Jones,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
473,Aidan Corr,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
589,Riley Hardeman,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
566,Wil Dawson,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
649,Bailey Scott,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
640,Matt Whitlock,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
513,Charlie Spargo,North Melbourne,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
372,Jason Horne-Francis,Port Adelaide,18.0,18.0,,18.0,18.0,18.0,18.0,18.0
352,Zak Butters,Port Adelaide,17.0,17.0,,17.0,17.0,17.0,17.0,17.0
369,Joe Richards,Port Adelaide,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
364,Jase Burgoyne,Port Adelaide,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
371,Aliir Aliir,Port Adelaide,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
491,Ollie Wines,Port Adelaide,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
363,Mitch Georgiades,Port Adelaide,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
381,Esava Ratugolea,Port Adelaide,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
375,Darcy Byrne-Jones,Port Adelaide,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
445,Jordon Sweet,Port Adelaide,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
374,Ewan Mackinlay,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
376,Jack Whitlock,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
373,Jacob Wehr,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
370,Corey Durdin,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
378,Lachie Jones,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
377,Dante Visentini,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
355,Connor Rozee,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
357,Willem Drew,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
365,Kane Farrell,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
366,Miles Bergman,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
367,Todd Marshall,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
368,Logan Evans,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
379,Jack Watkins,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
382,Ollie Lord,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
380,Joe Berry,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
621,Xavier Bamert,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
622,Harrison Ramm,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
606,Tom Cochrane,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
629,Brandon Zerk-Thatcher,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
446,Jackson Mead,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
493,Mitch Zadow,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
444,Jack Lukosius,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
474,Will Brodie,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
476,Josh Lai,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
659,Alex Van Wyk,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
579,Tom Anastasopoulos,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
578,Will Lorenz,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
648,Balyn O'Brien,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
532,Christian Moraes,Port Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
231,Tim Taranto,Richmond,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
241,Noah Balta,Richmond,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
233,Jack Ross,Richmond,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
230,Jayden Short,Richmond,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
237,Sam Banks,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
236,Rhyan Mansell,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
235,Tom Lynch,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
234,Toby Nankervis,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
232,Sam Lalor,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
251,Hugo Ralphsmith,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
238,Steely Green,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
239,Sam Grlj,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
242,Ben Miller,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
243,Jacob Hopper,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
244,Nathan Broad,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
245,Seth Campbell,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
246,Kane McAuliffe,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
247,Jonty Faull,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
248,James Trezise,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
250,Josh Gibcus,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
254,Harry Armstrong,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
255,Campbell Gray,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
253,Maurice Rioli,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
437,Tyler Sonsie,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
436,Dion Prestia,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
438,Nick Vlastuin,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
465,Jasper Alger,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
628,Taj Hotton,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
624,Kye Annand,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
464,Luke Trainor,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
494,Samson Ryan,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
492,Liam Fawcett,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
439,Mykelti Lefau,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
440,Tom Brown,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
584,Noah Roberts-Thomson,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
527,Oliver Hayes-Brown,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
661,Judson Clarke,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
644,Zane Peucker,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
548,Tom Burton,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
547,Sam Cumming,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
535,Patrick Retschko,Richmond,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
205,Nasiah Wanganeen-Milera,St Kilda,19.0,19.0,,19.0,19.0,19.0,19.0,19.0
206,Max Hall,St Kilda,10.0,10.0,,10.0,10.0,10.0,10.0,10.0
225,Rowan Marshall,St Kilda,10.0,10.0,,10.0,10.0,10.0,10.0,10.0
203,Hugo Garcia,St Kilda,9.0,9.0,,9.0,9.0,9.0,9.0,9.0
202,Bradley Hill,St Kilda,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
197,Callum Wilkie,St Kilda,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
224,Liam Ryan,St Kilda,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
216,Jack Macrae,St Kilda,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
188,Jack Sinclair,St Kilda,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
217,Jack Higgins,St Kilda,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
215,Darcy Wilson,St Kilda,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
211,Cooper Sharman,St Kilda,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
226,Anthony Caminiti,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
228,Hugh Boxshall,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
229,Alix Tauru,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
208,Mattaes Phillipou,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
220,Mason Wood,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
194,Marcus Windhager,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
198,Sam Flanders,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
199,Tom De Koning,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
207,Mitch Owens,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
212,Jack Silvagni,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
218,Jack Carroll,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
403,Isaac Keeler,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
559,Liam Henry,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
608,Campbell Lake,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
609,Angus Hastie,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
461,Dan Butler,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
441,Liam Stocker,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
460,Dougal Howard,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
583,Charlie Banfield,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
528,Hunter Clark,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
568,Ryan Byrnes,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
560,Liam O'Connell,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
639,Tobie Travaglia,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
652,Max King,St Kilda,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2,Isaac Heeney,Sydney,25.0,25.0,,25.0,25.0,25.0,25.0,25.0
5,Brodie Grundy,Sydney,16.0,16.0,,16.0,16.0,16.0,16.0,16.0
1,Errol Gulden,Sydney,16.0,16.0,,16.0,16.0,16.0,16.0,16.0
4,Chad Warner,Sydney,11.0,11.0,,11.0,11.0,11.0,11.0,11.0
12,Charlie Curnow,Sydney,9.0,9.0,,9.0,9.0,9.0,9.0,9.0
0,Justin McInerney,Sydney,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
13,Nick Blakey,Sydney,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
21,Malcolm Rosas,Sydney,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
15,Joel Amartey,Sydney,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
647,Braeden Campbell,Sydney,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
22,Tom Papley,Sydney,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
14,Tom McCartin,Sydney,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6,Matt Roberts,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
16,Riley Bice,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
11,Jai Serong,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
10,Callum Mills,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
8,Angus Sheldrick,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
3,James Rowbottom,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
17,Jake Lloyd,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
18,Dane Rampe,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
19,James Jordon,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
20,Logan McDonald,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
26,Sam Wicks,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
27,Lewis Melican,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
598,Harry Kyle,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
597,Peter Ladhams,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
431,Corey Warner,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
432,Caiden Cleary,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
495,Harry Cunningham,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
565,Hayden McLean,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
517,Joel Hamling,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
658,William Green,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
657,Jesse Dattoli,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
543,Billy Cootee,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
542,William Edwards,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
590,Tom Hanily,Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
411,Harley Reid,West Coast,12.0,12.0,,12.0,12.0,12.0,12.0,12.0
414,Jake Waterman,West Coast,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
426,Reuben Ginbey,West Coast,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
520,Bailey Williams,West Coast,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
448,Tim Kelly,West Coast,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
417,Willem Duursma,West Coast,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
415,Tom McCarthy,West Coast,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
424,Jacob Newton,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
407,Milan Murdock,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
423,Jobe Shanahan,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
422,Jamie Cripps,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
409,Deven Robertson,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
410,Jack Graham,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
412,Elliot Yeo,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
413,Liam Duggan,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
416,Ryan Maric,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
418,Hamish Davis,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
419,Josh Lindsay,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
420,Tylar Young,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
421,Bo Allan,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
619,Tom Gross,West Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
